id,nom,geo_point_2d,secteur,commune,adresse,type_dechet,horaires_ouverture,jours_ouverture,types_materiaux
1025,verre aérien,"45.22392,5.67774",Nord-Ouest,Saint Egrève,45 Rue du Pont Noir / Déchèterie 1,verre,24h,tous les jours,verre
1236,verre aérien,"45.22385,5.67782",Nord-Ouest,Saint Egrève,45 Rue du Pont Noir / Déchèterie 2,verre,24h,tous les jours,verre
3176,emballages aérien,"45.14963,5.7287",Sud,Echirolles,3-5 Rue de l'Octant / Sud Galaxie,emballages,24h,tous les jours,emballages
3059,emballages aérien,"45.09051,5.74417",Grand-Sud,Jarrie,Stade Pierre Pillet (Basse Jarrie) / 157 Rue Henri Barbusse,emballages,24h,tous les jours,emballages
808,verre aérien,"45.17887,5.75907",Nord-Est,Saint Martin d'Hères,Rue Alfred Gueymard / Rue Paul Langevin / Gymnase / Stade athlétisme,verre,24h,tous les jours,verre
1147,verre aérien,"45.11685,5.75975",Grand-Sud,Jarrie,Tennis (Haute Jarrie) / 1434 Route Général De Gaulle / Lotissement Le Pré du Lou,verre,24h,tous les jours,verre
156,verre aérien,"45.15323,5.74331",Sud,Eybens,Déchèterie / 33 Rue des Grands Champs,verre,24h,tous les jours,verre
155,verre aérien,"45.15686,5.7388",Sud,Eybens,Summum / Rue Henri Barbusse / Avenue Raymond Chanas,verre,24h,tous les jours,verre
3178,collecte sélective enterré,"45.07317,5.72903",Grand-Sud,Champ sur Drac,205-207 Rue Marcel Paul / Les Grands Vergers,collecte sélective,24h,tous les jours,collecte sélective
1340,verre aérien,"45.15002,5.72607",Sud,Echirolles,7 Rue des Tropiques / ZA Sud Galaxie,verre,24h,tous les jours,verre
6012,collecte sélective aérien,"45.16722,5.76303",Nord-Est,Saint Martin d'Hères,5 Avenue Romain Rolland / MJC,collecte sélective,24h,tous les jours,collecte sélective
1275,verre aérien,"45.24928,5.74251",Nord-Ouest,Quaix en Chartreuse,Montquaix - Combe Blanche / 1382 Route de Sarcenas,verre,24h,tous les jours,verre
335,verre aérien,"45.18077,5.7285",Sud,Grenoble,Rue des Déportés du 11 novembre 1943 / Rue Mallifaud (parking),verre,24h,tous les jours,verre
1233,verre aérien,"45.16038,5.73462",Sud,Grenoble,24 Avenue de Constantine / Parking des Cascatelles,verre,24h,tous les jours,verre
50,verre aérien,"45.15583,5.72194",Sud,Echirolles,Rue du Berry (face au n°13 Place Beaumarchais) / P21 Beaumarchais / Rond-point,verre,24h,tous les jours,verre
1258,verre enterré,"45.20243,5.70561",Nord-Ouest,Grenoble,Rue Capitaine Lanvin Lespiau / Rue Aimé Requet,verre,24h,tous les jours,verre
1257,verre enterré,"45.20192,5.70663",Nord-Ouest,Grenoble,Rue René Maus / Rue Aimé Requet,verre,24h,tous les jours,verre
1024,verre aérien,"45.19077,5.69501",Nord-Ouest,Fontaine,Boulevard Joliot Curie (parking face au n° 56) / Rue de la Liberté,verre,24h,tous les jours,verre
3088,emballages aérien,"45.11274,5.80779",Grand-Sud,Vaulnaveys le Bas,Passe-Rivière / Station de pompage / 433 Route des Pénitents Blancs,emballages,24h,tous les jours,emballages
2088,papier aérien,"45.10145,5.79585",Grand-Sud,Vaulnaveys le Bas,Les Peillets (marbrier) / 160 Promenade de la Lavée,papier,24h,tous les jours,papier
3090,emballages aérien,"45.11001,5.82151",Grand-Sud,Vaulnaveys le Bas,Montée de Montchaffrey / 301 Route de la Gorge,emballages,24h,tous les jours,emballages
2087,papier aérien,"45.11001,5.82153",Grand-Sud,Vaulnaveys le Bas,Montée de Montchaffrey / 301 Route de la Gorge,papier,24h,tous les jours,papier
2031,collecte sélective aérien,"45.08434,5.73485",Grand-Sud,Champ sur Drac,Parking PL (poids lourds) / Avenue Jean Navarre / Rue Henri Barbusse,collecte sélective,24h,tous les jours,collecte sélective
1072,verre aérien,"45.11848,5.68889",Grand-Sud,Claix,Rue de la Croix de Chamrousse / Av du Pont Rouge,verre,24h,tous les jours,verre
716,verre aérien,"45.24327,5.67185",Nord-Ouest,Saint Egrève,Avenue de Karben / Rue Pierre et Marie Curie,verre,24h,tous les jours,verre
717,verre aérien,"45.24329,5.6719",Nord-Ouest,Saint Egrève,Avenue de Karben / Rue Pierre et Marie Curie,verre,24h,tous les jours,verre
725,verre aérien,"45.23542,5.6751",Nord-Ouest,Saint Egrève,71 Avenue du Général De Gaulle / Centre commercial La Pinéa (parking côté pharmacie),verre,24h,tous les jours,verre
729,verre aérien,"45.21758,5.68",Nord-Ouest,Saint Egrève,8 Rue Marcel Paul (Les 2 Colombes) / voie privée entre bâtiments / ZI Cap des H,verre,24h,tous les jours,verre
1298,verre aérien,"45.23202,5.68422",Nord-Ouest,Saint Egrève,9 Avenue de la Monta / Espace Robert Fiat (parking),verre,24h,tous les jours,verre
411,verre aérien,"45.17891,5.71407",Nord-Ouest,Grenoble,Rue Charles Péguy / Rue André Rivoire,verre,24h,tous les jours,verre
3079,collecte sélective enterré,"45.02848,5.70639",Grand-Sud,Saint Georges de Commiers,Saint Pierre / Parking Eglise,collecte sélective,24h,tous les jours,collecte sélective
749,verre aérien,"45.22105,5.68745",Nord-Ouest,Saint Egrève,Allée des Accacias / Rue du Drac / Spar,verre,24h,tous les jours,verre
177,verre aérien,"45.19281,5.68341",Nord-Ouest,Fontaine,10-16 Avenue Ambroise Croizat,verre,24h,tous les jours,verre
176,verre aérien,"45.19248,5.68513",Nord-Ouest,Fontaine,1-3 Rue des Alpes / Restaurant la Cloche,verre,24h,tous les jours,verre
194,verre enterré,"45.19679,5.69305",Nord-Ouest,Fontaine,2 Rue Romain Rolland / Centre social / Boulodrome / Square Sommatino,verre,24h,tous les jours,verre
174,verre enterré,"45.19513,5.68257",Nord-Ouest,Fontaine,23-29 Rue des Alpes / Salle Edmond Vigne / Gymnase Jules Vallès,verre,24h,tous les jours,verre
178,verre aérien,"45.19116,5.68525",Nord-Ouest,Fontaine,Rue Jean Prévost (parking face aux n° 18-20-22),verre,24h,tous les jours,verre
204,verre aérien,"45.18939,5.68426",Nord-Ouest,Fontaine,36-38 Rue Colonel Fabien / Rue Paul Vallier,verre,24h,tous les jours,verre
963,verre enterré,"45.23089,5.68233",Nord-Ouest,Saint Egrève,Impasse du Châtelet / côté n°6 / Parking Maison de l'Emploi / MFR,verre,24h,tous les jours,verre
211,verre enterré,"45.24769,5.67207",Nord-Ouest,Fontanil Cornillon,9 Rue du Cornillon,verre,24h,tous les jours,verre
752,verre aérien,"45.2206,5.68202",Nord-Ouest,Saint Egrève,Rue de l'Industrie / Rue Astérix A1,verre,24h,tous les jours,verre
736,verre enterré,"45.23781,5.68991",Nord-Ouest,Saint Egrève,Place de Pompée / Rue de la Monta,verre,24h,tous les jours,verre
757,verre aérien,"45.24446,5.6692",Nord-Ouest,Saint Egrève,Route de Lyon / Rue de la Chartreuse,verre,24h,tous les jours,verre
2075,collecte sélective enterré,"45.0435,5.70116",Grand-Sud,Saint Georges de Commiers,Parking ancienne poste / 455 Montée de la Peyrela,collecte sélective,24h,tous les jours,collecte sélective
2078,collecte sélective enterré,"45.02846,5.7064",Grand-Sud,Saint Georges de Commiers,Saint Pierre / Parking Eglise,collecte sélective,24h,tous les jours,collecte sélective
2068,papier enterré,"45.07033,5.75773",Grand-Sud,Notre Dame de Mésage,Mairie / Allée de la Chapelle / Place de la Mairie (conteneurs en retrait derrière mairie),papier,24h,tous les jours,papier
726,verre aérien,"45.23811,5.67238",Nord-Ouest,Saint Egrève,30 Rue des Bonnais,verre,24h,tous les jours,verre
754,verre aérien,"45.23646,5.66442",Nord-Ouest,Saint Egrève,Rue du Lac / Rue des Iles / Restaurant du Petit Lac,verre,24h,tous les jours,verre
727,verre aérien,"45.23558,5.67182",Nord-Ouest,Saint Egrève,Rue des Bonnais / face à la gare (dans logette) / Local pétanque,verre,24h,tous les jours,verre
735,verre aérien,"45.23982,5.69162",Nord-Ouest,Saint Egrève,Rue des Brieux / Rue de Champy,verre,24h,tous les jours,verre
733,verre aérien,"45.23361,5.68798",Nord-Ouest,Saint Egrève,Rue du Foyer (face au n°5) / Rue de l'Ancienne Ferme / Aumônerie,verre,24h,tous les jours,verre
739,verre aérien,"45.23948,5.6815",Nord-Ouest,Saint Egrève,34 Rue de l'Ancienne Brasserie,verre,24h,tous les jours,verre
748,verre aérien,"45.22294,5.68796",Nord-Ouest,Saint Egrève,Square Armand Nordon / Rue Prédieu / MJC 2,verre,24h,tous les jours,verre
1073,verre aérien,"45.22744,5.66996",Nord-Ouest,Saint Egrève,ZAC Vence Ecoparc / Rue des Platanes,verre,24h,tous les jours,verre
747,verre aérien,"45.22299,5.68799",Nord-Ouest,Saint Egrève,Square Armand Nordon / Rue Prédieu / MJC 1,verre,24h,tous les jours,verre
751,verre aérien,"45.22291,5.68428",Nord-Ouest,Saint Egrève,Rue Gymnase / Rue Lieutenant Fiancey,verre,24h,tous les jours,verre
832,verre aérien,"45.20767,5.70802",Nord-Ouest,Saint Martin Le Vinoux,11 Rue Conrad Killian / Pique Pierre,verre,24h,tous les jours,verre
833,verre aérien,"45.21248,5.69994",Nord-Ouest,Saint Martin Le Vinoux,2 Rue Pierre Sémard / Rue des Rosiers / Salle des fêtes des Moaïs,verre,24h,tous les jours,verre
227,verre aérien,"45.18118,5.78808",Nord-Est,Gières,Avenue d'Uriage / Grand' Rue,verre,24h,tous les jours,verre
229,verre aérien,"45.17943,5.78731",Nord-Est,Gières,Déchèterie / 3 Rue du Comoë,verre,24h,tous les jours,verre
3068,emballages enterré,"45.07032,5.75772",Grand-Sud,Notre Dame de Mésage,Mairie / Allée de la Chapelle / Place de la Mairie (conteneurs en retrait derrière mairie),emballages,24h,tous les jours,emballages
1,verre aérien,"45.12236,5.69168",Grand-Sud,Claix,Rue du Drac / Rue de l'Europe,verre,24h,tous les jours,verre
1293,verre aérien,"45.21424,5.69379",Nord-Ouest,Saint Martin Le Vinoux,138-218 Rue Félix Faure / Eglise,verre,24h,tous les jours,verre
1292,verre aérien,"45.2184,5.69057",Nord-Ouest,Saint Martin Le Vinoux,207 Rue de la Maladière / Collège,verre,24h,tous les jours,verre
762,verre aérien,"45.1694,5.76847",Nord-Est,Saint Martin d'Hères,106-110 Avenue de la Galochère (stade de rugby Robert Barran),verre,24h,tous les jours,verre
835,verre aérien,"45.21645,5.69195",Nord-Ouest,Saint Martin Le Vinoux,Rue du Petit Lac / Rue Félix Faure,verre,24h,tous les jours,verre
836,verre aérien,"45.21691,5.69336",Nord-Ouest,Saint Martin Le Vinoux,2863 Rue du Petit Lac / Espace Hubert Dubedout / Restaurant scolaire,verre,24h,tous les jours,verre
1234,verre aérien,"45.21011,5.70308",Nord-Ouest,Saint Martin Le Vinoux,27 Avenue Général Leclerc RD 1075 (face au n°54) / Parking pointe Bergonzoli,verre,24h,tous les jours,verre
1314,verre aérien,"45.21926,5.69109",Nord-Ouest,Saint Martin Le Vinoux,292/300 Rue de la Maladière,verre,24h,tous les jours,verre
1295,verre aérien,"45.20958,5.70684",Nord-Ouest,Saint Martin Le Vinoux,550-624 Route de Narbonne,verre,24h,tous les jours,verre
1294,verre aérien,"45.21259,5.69824",Nord-Ouest,Saint Martin Le Vinoux,9-11 Rue Pierre Sémard (face n° 6),verre,24h,tous les jours,verre
962,verre aérien,"45.2134,5.66857",Nord-Ouest,Sassenage,2 ter Rue Pierre de Coubertin / District de Foot / Services techniques / SDIS,verre,24h,tous les jours,verre
850,verre aérien,"45.21854,5.6688",Nord-Ouest,Sassenage,20 Chemin du Bac / Déchèterie,verre,24h,tous les jours,verre
864,verre aérien,"45.2054,5.66045",Nord-Ouest,Sassenage,21 Avenue de la Falaise / Chemin de Fontaine / Rue du Pré du Bourg / Chemin du Vinay,verre,24h,tous les jours,verre
829,verre semi-enterré,"45.21731,5.72196",Nord-Ouest,Saint Martin Le Vinoux,Mas Caché (parking) / 2656 Route de Clémencières / Rue le Mas Caché,verre,24h,tous les jours,verre
863,verre aérien,"45.2067,5.66199",Nord-Ouest,Sassenage,4 Rue de la République / Ecole de Musique,verre,24h,tous les jours,verre
865,verre aérien,"45.19751,5.66909",Nord-Ouest,Sassenage,29 Rue Robert Finet (face n°10) / transformateur éléctrique,verre,24h,tous les jours,verre
844,verre aérien,"45.21141,5.67252",Nord-Ouest,Sassenage,4 Rue du 8 mai 1945 / Piscine,verre,24h,tous les jours,verre
409,verre aérien,"45.17773,5.70705",Nord-Ouest,Grenoble,71 Rue Joseph Bouchayer / Rue Marbeuf / Ecole Paul Painlevé,verre,24h,tous les jours,verre
843,verre aérien,"45.20877,5.6683",Nord-Ouest,Sassenage,43 Rue Jean Moulin,verre,24h,tous les jours,verre
858,verre aérien,"45.20119,5.66811",Nord-Ouest,Sassenage,7 Avenue de Romans / En face du n°22 (Garage Renault),verre,24h,tous les jours,verre
70,verre aérien,"45.14588,5.73311",Sud,Echirolles,22 Avenue Henri Wallon / Jardin de l'Evêché,verre,24h,tous les jours,verre
848,verre aérien,"45.21804,5.66163",Nord-Ouest,Sassenage,Carrefour Market / 15 Rue des Grands Champs / Rue du 19 Mars 1962,verre,24h,tous les jours,verre
849,verre aérien,"45.21805,5.66168",Nord-Ouest,Sassenage,Carrefour Market / 15 Rue des Grands Champs / Rue du 19 Mars 1962,verre,24h,tous les jours,verre
845,verre aérien,"45.20915,5.66381",Nord-Ouest,Sassenage,9 Rue du Gua / Rue Lionel Terray / Face EHPAD et Gendarmerie,verre,24h,tous les jours,verre
851,verre aérien,"45.22981,5.6499",Nord-Ouest,Sassenage,Avenue de Valence (RD 1532) / Lotissement Les Moironds / Les Platanes / Limite communale Noyarey,verre,24h,tous les jours,verre
856,verre aérien,"45.2174,5.64903",Nord-Ouest,Sassenage,Chemin du Petit Bois / Rue des Chênes / Studio Mélusine,verre,24h,tous les jours,verre
855,verre aérien,"45.20963,5.64227",Nord-Ouest,Sassenage,Route du Pont Charvet / Chemin du Pont Charvet / Abri conteneurs / Chemin vers Mémorial Résistance,verre,24h,tous les jours,verre
861,verre aérien,"45.19957,5.66695",Nord-Ouest,Sassenage,Rue des Pies / Rue du Parc Messkirch / Gymnase,verre,24h,tous les jours,verre
862,verre aérien,"45.20431,5.6639",Nord-Ouest,Sassenage,Rue du Moucherotte / Centre commercial des Glériates / Salle Prévert,verre,24h,tous les jours,verre
857,verre aérien,"45.21362,5.65258",Nord-Ouest,Sassenage,Rue Pierre Dalloz / Route des Pins / Chemin du Petit Bois / Rue du Vieux Château,verre,24h,tous les jours,verre
2097,papier aérien,"45.11468,5.80737",Grand-Sud,Vaulnaveys le Haut,Stade Daniel Petiot / 47 Avenue d'Uriage / Parking / angle avec Chemin du Stade,papier,24h,tous les jours,papier
2032,collecte sélective aérien,"45.08474,5.72948",Grand-Sud,Champ sur Drac,La Chêneraie (parking) / Allée de la Chêneraie,collecte sélective,24h,tous les jours,collecte sélective
1056,verre aérien,"45.22551,5.64658",Nord-Ouest,Sassenage,Stand de tir - Ball-Trap / Chemin des Batteries / Combe Chaude,verre,24h,tous les jours,verre
1042,verre aérien,"45.20642,5.77558",Nord-Est,Meylan,12-14 Allée du Pré Blanc (dans la logette),verre,24h,tous les jours,verre
886,verre aérien,"45.17865,5.69287",Nord-Ouest,Seyssinet Pariset,11 Avenue de la Houille Blanche / Rue de Pacalaire,verre,24h,tous les jours,verre
883,verre aérien,"45.18137,5.69599",Nord-Ouest,Seyssinet Pariset,13-15 Rue Général Mignot / Centre technique municipal (Atelier 1) / Eglise Notre Dame des Iles,verre,24h,tous les jours,verre
870,verre aérien,"45.18472,5.69529",Nord-Ouest,Seyssinet Pariset,10 Avenue Aristide Bergès (face n° 13) / Square Ecole Vercors / Terrain basket,verre,24h,tous les jours,verre
894,verre aérien,"45.17123,5.67306",Nord-Ouest,Seyssinet Pariset,119 Route de Saint Nizier (D106b) / Parking Bois des Vouillands / Beauregard,verre,24h,tous les jours,verre
880,verre aérien,"45.17415,5.69913",Nord-Ouest,Seyssinet Pariset,140 Rue du Progrés,verre,24h,tous les jours,verre
884,verre aérien,"45.17948,5.69653",Nord-Ouest,Seyssinet Pariset,3-5 Rue Lamartine / proximité croisement Avenue de la République (Caisse d'Epargne),verre,24h,tous les jours,verre
889,verre aérien,"45.18042,5.6891",Nord-Ouest,Seyssinet Pariset,17-27 Rue du Moucherotte / Ecole maternelle Moucherotte,verre,24h,tous les jours,verre
868,verre aérien,"45.17552,5.69211",Nord-Ouest,Seyssinet Pariset,32 Rue de la Fauconnière / Salle de spectacle l'Ilyade (derrière la salle) / Tennis couverts / Allée des Glycines,verre,24h,tous les jours,verre
895,verre aérien,"45.18696,5.69935",Nord-Ouest,Seyssinet Pariset,3-5 Rue du Progrès,verre,24h,tous les jours,verre
882,verre aérien,"45.17346,5.69197",Nord-Ouest,Seyssinet Pariset,33-40 Rue Georges Maeder / ZAC des Iles / Le Vauban,verre,24h,tous les jours,verre
873,verre aérien,"45.17565,5.69703",Nord-Ouest,Seyssinet Pariset,115 Avenue de la République / Station essence,verre,24h,tous les jours,verre
2003,papier aérien,"45.25328,5.70037",Nord-Ouest,Quaix en Chartreuse,Bas de Quaix / Route de Saint Egrève,papier,24h,tous les jours,papier
944,verre aérien,"45.04763,5.68648",Grand-Sud,Vif,Déchèterie / Avenue de la Gare (Route D63),verre,24h,tous les jours,verre
3096,emballages aérien,"45.12206,5.80425",Grand-Sud,Vaulnaveys le Haut,Déchèterie / Mas des Bessins / Route D5E,emballages,24h,tous les jours,emballages
2092,papier aérien,"45.13294,5.82483",Grand-Sud,Vaulnaveys le Haut,Tuilerie 2 - Champey / 355 Route de Prémol (parking) / Chemin de Champey,papier,24h,tous les jours,papier
1190,verre enterré,"45.13632,5.82535",Grand-Sud,Vaulnaveys le Haut,Tuilerie 1 - Rond-point / 45 Impasse de la Carrière,verre,24h,tous les jours,verre
407,verre aérien,"45.17405,5.7069",Nord-Ouest,Grenoble,Rue des Eaux Claires / Rue Aimé Césaire / proximité collège,verre,24h,tous les jours,verre
408,verre aérien,"45.17272,5.70783",Nord-Ouest,Grenoble,Rue du Docteur Schweitzer (face au n° 20) / vers croisement rue Anatole France),verre,24h,tous les jours,verre
2110,papier aérien,"45.07878,5.77003",Grand-Sud,Vizille,La Poste (derrière bâtiment) / Rue Cesar Ferrafiat / Rue Eugène Bethoux,papier,24h,tous les jours,papier
2122,papier aérien,"45.05292,5.77795",Grand-Sud,Vizille,Le Grand Trou (Péage de Vizille) / 1108 Rue du Maquis de l'Oisans (RD 1091),papier,24h,tous les jours,papier
3110,emballages aérien,"45.08193,5.78817",Grand-Sud,Vizille,Les Corniers / Centre de loisirs / Chemin des Corniers,emballages,24h,tous les jours,emballages
890,verre aérien,"45.18288,5.69702",Nord-Ouest,Seyssinet Pariset,44 Rue de la Répubique / ERDF-GRDF,verre,24h,tous les jours,verre
1336,verre enterré,"45.23081,5.6797",Nord-Ouest,Saint Egrève,21 Rue de la Contamine / Mas des Lys,verre,24h,tous les jours,verre
412,verre aérien,"45.17732,5.71005",Nord-Ouest,Grenoble,Rue des Eaux Claires / Rue Joseph Bouchayer,verre,24h,tous les jours,verre
2106,papier aérien,"45.08193,5.78818",Grand-Sud,Vizille,Les Corniers / Centre de loisirs / Chemin des Corniers,papier,24h,tous les jours,papier
2099,papier aérien,"45.0827,5.77122",Grand-Sud,Vizille,Les Roseaux / Avenue de Vénaria / Avenue des Roseaux,papier,24h,tous les jours,papier
3102,emballages aérien,"45.0827,5.77121",Grand-Sud,Vizille,Les Roseaux / Avenue de Vénaria / Avenue des Roseaux,emballages,24h,tous les jours,emballages
2108,papier enterré,"45.07924,5.77387",Grand-Sud,Vizille,Place du Marché / Place Henri Barbusse,papier,24h,tous les jours,papier
3099,emballages aérien,"45.08447,5.76269",Grand-Sud,Vizille,ZA Cornage / Intermarché / 270 Rue Ambroise Croizat / Chemin des Peupliers,emballages,24h,tous les jours,emballages
